기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2010.04,바하마,27,502,2,117,385
2010.04,마이크로네시아,37,481,0,0,481
2010.04,볼리비아,37,470,13,286,184
2010.04,시에라 리온,12,464,4,23,441
2010.04,안도라,3,463,1,33,430
2010.04,불령 가이아나,5,424,0,0,424
2010.04,영령 캐이맨 군도,9,379,2,11,368
2010.04,알바니아,19,359,0,7,352
2010.04,과델로프,9,349,2,1,348
2010.04,안티가 바부다,5,344,1,1,343
2010.04,몰도바,9,310,4,486,-176
2010.04,사모아,20,278,0,0,278
2010.04,감비아,10,265,4,55,210
2010.04,나미비아,11,208,4,714,-506
2010.04,세인트 루시아,10,188,1,1,187
2010.04,몬테네그로,9,167,1,1,166
2010.04,몰디브,22,129,3,41,88
2010.04,리히텐슈타인,15,120,30,324,-203
2010.04,코모로스,3,119,0,0,119
2010.04,그레나다,4,118,0,0,118
2010.04,카보 베르데,4,116,0,0,116
2010.04,마세도니아,12,107,2,3,104
2010.04,소말리아,2,100,0,0,100
2010.04,노폴크 아일랜드,2,85,0,0,85
2010.04,보스니아-헤르체고비나,17,77,6,351,-274
2010.04,팔라우,8,77,1,2,75
2010.04,통가,3,69,1,6,63
2010.04,모나코,6,46,14,459,-413
2010.04,적도 기니,4,44,2,"73,559","-73,515"
2010.04,솔로몬 군도,2,43,8,"4,465","-4,422"
2010.04,티모르,4,42,0,0,42
2010.04,세인트 키츠 네비스,2,40,0,0,40
2010.04,영령 버진군도,5,40,0,3,37
2010.04,지브랄타,5,36,1,0,36
2010.04,쿡 아일랜드,3,34,2,3,31
2010.04,산마리노,1,32,2,3,29
2010.04,말리,5,27,2,8,19
2010.04,니제르,3,21,0,0,21
2010.04,기네비소,1,18,0,0,18
2010.04,세인트 빈센트 그레나딘,2,14,1,0,13
2010.04,중앙아프리카공화국,2,6,2,40,-33
2010.04,토켈라우,1,6,5,51,-45
2010.04,바누아투,3,4,1,6,-2
2010.04,몬트세라트,2,3,0,0,3
2010.04,코스 군도,0,0,1,1,-1
2010.04,앙귈라,0,0,0,0,0
2010.04,크리스마스 아일랜드,0,0,1,0,0
2010.04,미령 버진군도,0,0,1,2,-2
2010.04,키리바티,1,0,0,0,0
2010.04,그린랜드,0,0,7,251,-251
2010.04,나우르,0,0,1,"2,259","-2,259"
2010.04,불령 남부지역,0,0,0,1,-1
2010.04,세인트 헬레나,0,0,0,0,0
2010.04,니우에,0,0,2,"52,487","-52,487"
2010.05,중국,"117,714","9,974,500","196,413","6,038,185","3,936,315"
2010.05,미국,"64,745","4,204,742","276,917","3,499,066","705,676"
2010.05,홍콩,"35,619","2,399,258","10,539","148,003","2,251,255"
2010.05,일본,"48,199","2,351,682","82,341","4,873,913","-2,522,232"
2010.05,싱가포르,"15,629","1,421,596","9,111","631,886","789,710"
2010.05,대만,"18,710","1,214,138","21,754","1,132,187","81,950"
2010.05,인도,"13,667","891,603","4,530","503,690","387,914"
2010.05,인도네시아,"14,207","890,361","5,865","1,025,721","-135,360"
2010.05,멕시코,"10,424","846,853","2,864","90,026","756,828"
2010.05,베트남,"20,762","817,705","6,656","239,950","577,755"
2010.05,독일,"12,545","773,710","33,081","1,202,262","-428,552"
2010.05,포루투갈,913,"735,087",346,"5,769","729,319"
2010.05,브라질,"7,112","658,006","1,059","260,118","397,887"
2010.05,호주,"8,901","626,353","16,484","1,378,454","-752,101"
2010.05,마샬군도,28,"581,167",0,0,"581,167"
2010.05,러시아 연방,"7,390","578,744","1,214","924,138","-345,394"
2010.05,태국,"12,498","520,783","8,436","344,029","176,754"
2010.05,말레이시아,"10,489","492,772","12,299","823,620","-330,847"
2010.05,필리핀,"8,646","442,592","6,499","330,529","112,063"
2010.05,사우디아라비아,"3,180","401,097",306,"2,295,773","-1,894,676"
2010.05,아랍에미리트 연합,"6,209","382,925",376,"1,363,814","-980,889"
2010.05,이란,"3,329","382,375",176,"610,846","-228,471"
2010.05,슬로바키아,"4,079","372,490",369,"7,270","365,220"
2010.05,폴란드,"6,328","368,210",569,"22,148","346,062"
2010.05,라이베리아,21,"341,205",4,6,"341,199"
2010.05,캐나다,"6,442","329,255","6,641","427,988","-98,733"
2010.05,네덜란드,"6,097","326,161","2,898","360,648","-34,486"
2010.05,영국,"6,502","324,521","14,079","260,460","64,061"
2010.05,터키,"4,012","306,102",884,"48,671","257,431"
2010.05,이탈리아,"5,577","237,166","10,549","309,574","-72,408"
2010.05,헝가리,"2,452","188,008",741,"29,834","158,175"
2010.05,칠레,"1,562","182,523","1,106","335,042","-152,519"
2010.05,이집트,"1,824","175,866",121,"49,175","126,691"
2010.05,프랑스,"4,741","171,140","7,684","316,183","-145,044"
2010.05,스페인,"3,554","161,892","2,181","75,960","85,932"
2010.05,파나마,849,"149,062",74,"31,107","117,955"
2010.05,남아프리카공화국,"2,297","144,929",568,"159,862","-14,933"
2010.05,벨기에,"1,599","141,404","1,731","85,962","55,442"
2010.05,방글라데시,"2,535","136,348",348,"9,168","127,180"
2010.05,요르단,"3,276","134,413",50,"2,878","131,535"
2010.05,오스트리아,"1,787","129,073","2,752","76,711","52,362"
2010.05,우즈베크,610,"123,758",72,"2,244","121,515"
2010.05,시리아,845,"122,759",15,628,"122,130"
2010.05,리비아,"1,292","120,820",4,945,"119,875"
2010.05,이라크,381,"109,686",8,"328,856","-219,170"
2010.05,콜롬비아,"1,111","103,651",232,"47,249","56,402"
2010.05,체코공화국,"1,558","100,616","1,037","26,347","74,269"
2010.05,알제리,348,"96,539",6,73,"96,466"
2010.05,카자흐스탄,907,"92,935",55,"36,982","55,953"
2010.05,에쿠아도르,480,"92,417",48,990,"91,427"
2010.05,뉴질랜드,"1,613","85,729","18,935","102,320","-16,591"
2010.05,아르헨티나,"1,136","77,859",298,"73,584","4,275"
2010.05,그리스,973,"76,098",187,"5,297","70,802"
2010.05,케냐,254,"72,893",21,652,"72,240"
2010.05,오만,394,"71,055",106,"318,141","-247,086"
2010.05,파키스탄,"1,838","69,494",611,"34,612","34,882"
2010.05,페루,995,"69,187",297,"82,188","-13,001"
2010.05,핀란드,841,"67,759","1,101","56,554","11,205"
2010.05,이스라엘,"2,063","62,363","1,326","60,154","2,210"
2010.05,우크라이나,"1,059","62,108",81,"59,346","2,763"
2010.05,카타르,484,"61,825",90,"1,064,210","-1,002,386"
2010.05,나이지리아,829,"59,264",19,"18,785","40,480"
2010.05,쿠웨이트,597,"51,447",77,"1,135,928","-1,084,481"
2010.05,스웨덴,"1,692","51,093","2,660","125,573","-74,481"
2010.05,몰타,243,"49,903",163,"8,471","41,432"
2010.05,바하마,15,"49,191",5,205,"48,986"
2010.05,베네주엘라,491,"48,329",24,"16,582","31,747"
2010.05,사이프러스,147,"46,817",15,"6,667","40,150"
2010.05,슬로베니아,311,"46,117",187,"4,804","41,312"
2010.05,스와질랜드,40,"40,725",22,875,"39,850"
2010.05,스위스,869,"38,516","3,382","152,509","-113,993"
2010.05,바레인,299,"37,203",72,"55,203","-18,000"
2010.05,미얀마,690,"35,572",277,"7,355","28,216"
2010.05,예맨,204,"34,968",26,"13,337","21,631"
2010.05,가이아나,27,"34,058",7,303,"33,756"
2010.05,레바논,500,"30,900",24,"1,645","29,255"
2010.05,모로코,476,"28,016",165,"4,377","23,639"
2010.05,과테말라,709,"27,813",122,"8,902","18,911"
2010.05,괌,259,"27,371",15,75,"27,296"
2010.05,덴마크,700,"26,685","1,671","50,012","-23,327"
2010.05,아일랜드,299,"26,400",838,"62,026","-35,626"
2010.05,캄보디아,995,"25,846",183,"3,596","22,251"
2010.05,불령 폴리네시아,35,"23,374",1,13,"23,360"
2010.05,루마니아,695,"22,530",188,"6,558","15,971"
2010.05,몽골,"1,034","19,270",246,"3,306","15,964"
2010.05,코스타리카,295,"18,591",320,"10,823","7,768"
2010.05,스리랑카,853,"17,698",251,"3,423","14,275"
2010.05,수단,606,"16,944",9,601,"16,343"
2010.05,튀니지,294,"16,024",100,"2,918","13,106"
2010.05,가나,698,"15,482",12,341,"15,141"
2010.05,니카라과,357,"14,727",41,"1,233","13,495"
2010.05,노르웨이,461,"14,013","1,490","212,114","-198,101"
2010.05,푸에르토리코,114,"13,966",143,"10,971","2,995"
2010.05,아제르바이잔,137,"13,043",2,21,"13,023"
2010.05,도미니카 공화국,226,"11,526",54,"4,652","6,874"
2010.05,온두라스,215,"11,491",82,"4,934","6,557"
2010.05,코트디봐르,117,"10,931",3,1,"10,930"
2010.05,불가리아,248,"9,497",131,"10,143",-646
2010.05,리투아니아,207,"8,607",86,"1,599","7,008"
2010.05,라트비아,285,"8,495",32,"1,015","7,480"
2010.05,앙골라,121,"8,454",1,0,"8,454"
2010.05,우루과이,137,"7,903",67,"3,034","4,869"
2010.05,키르기스스탄,528,"7,766",1,0,"7,766"
2010.05,탄자니아,128,"7,294",11,"10,845","-3,551"
2010.05,뉴 칼레도니아,88,"7,268",15,"24,370","-17,102"
2010.05,라오스,281,"7,198",7,61,"7,136"
2010.05,파라과이,78,"6,120",4,62,"6,058"
2010.05,레소토,52,"6,065",4,9,"6,057"
2010.05,기니,71,"5,963",22,726,"5,237"
2010.05,마다카스카르,88,"5,604",5,50,"5,555"
2010.05,트리니다드 토바고,79,"5,257",29,"1,320","3,937"
2010.05,콩고,59,"5,087",5,"1,646","3,441"
2010.05,적도 기니,7,"4,953",0,0,"4,953"
2010.05,엘살바도르,128,"4,888",56,"1,222","3,665"
2010.05,네팔,114,"4,800",21,93,"4,707"
2010.05,쿠바,83,"4,436",13,"6,597","-2,161"
2010.05,카메룬,70,"4,382",20,294,"4,087"
2010.05,투르크멘,30,"4,313",3,84,"4,229"
2010.05,베라루스,111,"4,264",40,"2,938","1,326"
2010.05,마카오,187,"4,192",40,377,"3,815"
2010.05,파푸아 뉴기니,63,"4,138",28,"43,739","-39,601"
2010.05,기타국,74,"4,016",327,"14,237","-10,222"
2010.05,아프카니스탄,134,"3,919",3,2,"3,917"
2010.05,에스토니아,132,"3,786",50,"1,163","2,623"
2010.05,크로아티아,96,"3,642",72,"1,018","2,623"
2010.05,조지아,80,"3,579",9,"2,122","1,457"
2010.05,모리셔스,140,"3,440",6,136,"3,304"
2010.05,베닝,94,"3,429",4,875,"2,554"
2010.05,브루나이,92,"3,400",11,"63,485","-60,085"
2010.05,세네갈,81,"3,121",38,"1,547","1,574"
2010.05,보스니아-헤르체고비나,19,"2,779",9,496,"2,282"
2010.05,부르키나 파소,6,"2,778",1,0,"2,777"
2010.05,지부티,39,"2,681",1,3,"2,678"
2010.05,시에라 리온,16,"2,587",9,260,"2,326"
2010.05,토고,30,"2,553",2,42,"2,511"
2010.05,자마이카,48,"2,506",14,445,"2,061"
2010.05,아이티,28,"2,342",5,44,"2,298"
2010.05,볼리비아,59,"2,192",18,317,"1,875"
2010.05,이디오피아,60,"1,988",21,857,"1,131"
2010.05,콩고민주공화국,37,"1,979",14,"12,157","-10,178"
2010.05,타지크,249,"1,940",11,"6,249","-4,309"
2010.05,모잠비크,28,"1,911",0,0,"1,911"
2010.05,에리트리아,3,"1,748",0,0,"1,748"
2010.05,짐바브웨,30,"1,691",7,234,"1,457"
2010.05,루안다,9,"1,584",2,3,"1,581"
2010.05,잠비아,20,"1,557",11,"24,373","-22,816"
2010.05,수리남,40,"1,545",5,135,"1,410"
2010.05,네덜란드 열도,30,"1,514",2,141,"1,373"
2010.05,룩셈부르그,91,"1,500",126,"5,343","-3,842"
2010.05,세르비아,70,"1,390",4,17,"1,374"
2010.05,세이쉘,21,"1,322",0,539,783
2010.05,팔레스타인 해방기구,23,"1,255",1,33,"1,221"
2010.05,알바니아,20,"1,242",2,43,"1,199"
2010.05,바베이도스,25,"1,122",1,35,"1,087"
2010.05,아이슬란드,32,"1,102",34,984,118
2010.05,불령 리유니온 코모도 제도,25,"1,058",4,5,"1,053"
2010.05,모리타니,12,"1,054",3,107,946
2010.05,피지,63,"1,033",28,"3,210","-2,177"
2010.05,말라위,33,"1,009",10,"4,052","-3,043"
2010.05,아루바,20,921,0,0,921
2010.05,도미니카,18,869,0,5,864
2010.05,안도라,5,807,3,91,716
2010.05,가봉,12,775,4,126,649
2010.05,마이크로네시아,60,761,1,1,761
2010.05,마티니크,10,735,0,0,735
2010.05,우간다,22,669,3,99,570
2010.05,북마리아나 군도,57,662,6,134,528
2010.05,아르메니아,54,647,1,910,-263
2010.05,몰디브,29,595,1,2,593
2010.05,부탄,21,434,3,6,428
2010.05,리히텐슈타인,25,354,34,349,5
2010.05,바누아투,25,354,0,0,354
2010.05,불령 가이아나,5,331,0,0,331
2010.05,사모아,13,323,0,0,323
2010.05,마세도니아,19,288,7,117,170
2010.05,그레나다,8,280,0,0,280
2010.05,과델로프,7,267,3,1,266
2010.05,솔로몬 군도,13,253,6,682,-429
2010.05,벨리제,8,235,0,0,235
2010.05,나미비아,11,221,4,937,-716
2010.05,영령 캐이맨 군도,9,215,1,0,215
2010.05,버뮤다,13,201,2,0,201
2010.05,중앙아프리카공화국,5,167,0,0,167
2010.05,영령 버진군도,4,165,1,0,165
2010.05,몬테네그로,11,137,0,0,137
2010.05,안티가 바부다,4,123,4,1,121
2010.05,소말리아,1,120,0,0,120
2010.05,보츠와나,23,116,2,11,105
2010.05,아메리칸 사모아,16,108,1,6,101
2010.05,니제르,2,106,1,2,104
2010.05,지브랄타,13,84,1,"2,671","-2,587"
2010.05,쿡 아일랜드,3,80,0,0,80
2010.05,세인트 키츠 네비스,1,80,1,0,80
2010.05,몰도바,14,77,2,49,28
2010.05,팔라우,10,71,0,0,71
2010.05,모나코,5,60,13,536,-476
2010.05,세인트 루시아,10,51,0,0,51
2010.05,세인트 빈센트 그레나딘,2,40,0,0,40
2010.05,메요트,2,33,0,0,33
2010.05,투르크 & 카이코스 군도,1,31,0,0,31
2010.05,티모르,7,25,2,18,7
2010.05,감비아,3,25,3,30,-5
2010.05,카보 베르데,5,25,3,0,24
2010.05,통가,2,11,0,0,11
2010.05,앙귈라,3,7,0,108,-101
2010.05,그린랜드,2,6,4,214,-208
2010.05,말리,3,5,2,"15,104","-15,098"
2010.05,챠드,1,4,0,0,4
2010.05,영령 인도양,1,2,0,0,2
2010.05,기네비소,1,2,0,0,2
2010.05,남조지아 & 남샌드위치 군도,1,1,0,0,1
2010.05,토켈라우,0,0,8,100,-100
2010.05,코스 군도,0,0,1,49,-49
2010.05,나우르,0,0,4,"5,136","-5,136"
2010.05,부룬디,0,0,0,1,-1
2010.05,산마리노,0,0,1,0,0
2010.05,세인트 헬레나,0,0,0,0,0
2010.05,마이너 아우틀링 합중국 군도,0,0,2,3,-3
2010.06,중국,"113,815","9,512,373","191,421","6,015,806","3,496,567"
2010.06,미국,"61,254","4,485,656","255,769","3,687,236","798,420"
2010.06,일본,"51,565","2,305,775","90,157","5,577,277","-3,271,502"
2010.06,홍콩,"33,034","2,113,987","10,390","176,623","1,937,364"
2010.06,싱가포르,"15,317","1,496,878","10,678","685,067","811,811"
2010.06,대만,"18,213","1,142,290","21,351","1,145,491","-3,202"
2010.06,인도,"12,656","909,390","4,596","386,979","522,410"
2010.06,독일,"11,472","867,295","33,809","1,109,421","-242,126"
2010.06,인도네시아,"12,949","810,469","6,187","1,168,643","-358,175"
2010.06,멕시코,"9,684","748,224","3,067","148,800","599,424"
2010.06,베트남,"18,210","730,838","6,869","267,801","463,037"
2010.06,브라질,"7,346","723,059","1,239","379,171","343,888"
2010.06,러시아 연방,"7,501","578,415","1,184","940,963","-362,548"
2010.06,태국,"12,726","563,868","8,877","417,147","146,721"
2010.06,라이베리아,26,"527,078",7,55,"527,023"
2010.06,말레이시아,"10,592","520,738","12,607","705,043","-184,305"
2010.06,이란,"3,300","479,352",199,"652,694","-173,343"
2010.06,네덜란드,"5,386","477,466","3,151","389,385","88,081"
2010.06,아랍에미리트 연합,"6,435","476,748",358,"819,748","-343,000"
2010.06,필리핀,"8,741","461,297","6,563","301,234","160,063"
2010.06,영국,"6,271","460,189","13,915","307,729","152,460"
2010.06,호주,"8,401","441,136","13,812","1,732,281","-1,291,145"
2010.06,마샬군도,11,"420,511",0,0,"420,511"
2010.06,사우디아라비아,"3,256","419,601",307,"1,781,629","-1,362,027"
2010.06,슬로바키아,"3,826","404,717",369,"7,512","397,204"
2010.06,폴란드,"5,646","347,760",656,"25,172","322,588"
2010.06,노르웨이,498,"340,328","1,687","390,619","-50,290"
2010.06,캐나다,"6,080","337,229","6,408","459,106","-121,876"
2010.06,터키,"3,874","303,096",871,"32,473","270,622"
2010.06,영령 캐이맨 군도,8,"299,482",0,0,"299,482"
2010.06,이탈리아,"5,089","295,975","10,577","340,861","-44,886"
2010.06,파나마,665,"282,973",69,"25,707","257,266"
2010.06,칠레,"1,581","240,572","1,048","221,927","18,645"
2010.06,버뮤다,15,"194,852",1,0,"194,852"
2010.06,스페인,"3,212","179,987","2,160","63,732","116,254"
2010.06,그리스,823,"174,076",165,"25,430","148,647"
2010.06,프랑스,"4,379","169,716","8,167","425,307","-255,591"
2010.06,헝가리,"2,130","166,265",750,"32,675","133,590"
2010.06,남아프리카공화국,"2,280","162,796",531,"191,190","-28,394"
2010.06,요르단,"3,246","160,466",65,"3,525","156,941"
2010.06,이집트,"1,650","154,759",118,"57,368","97,390"
2010.06,영령 버진군도,3,"130,528",1,10,"130,518"
2010.06,우즈베크,732,"130,265",72,"2,321","127,944"
2010.06,방글라데시,"2,521","128,901",362,"10,897","118,004"
2010.06,이라크,519,"128,219",7,"194,598","-66,379"
2010.06,시리아,717,"126,398",13,"21,486","104,913"
2010.06,오스트리아,"1,795","126,136","2,887","94,228","31,908"
2010.06,페루,970,"122,650",287,"42,221","80,428"
2010.06,벨기에,"1,544","122,278","1,778","108,328","13,950"
2010.06,콜롬비아,"1,155","121,476",208,"64,216","57,260"
2010.06,몰타,270,"113,073",151,"53,455","59,618"
2010.06,알제리,342,"107,120",8,124,"106,996"
2010.06,체코공화국,"1,648","95,369",989,"23,902","71,468"
2010.06,이스라엘,"1,886","91,986","1,269","51,825","40,161"
2010.06,아이슬란드,15,"81,499",43,"2,265","79,234"
2010.06,아르헨티나,"1,237","78,647",333,"43,729","34,918"
2010.06,뉴질랜드,"1,488","75,474","16,705","112,097","-36,623"
2010.06,쿠웨이트,725,"74,138",77,"727,921","-653,784"
2010.06,에쿠아도르,575,"72,586",42,"1,116","71,470"
2010.06,사이프러스,149,"71,145",17,"35,906","35,239"
2010.06,리비아,"1,295","70,725",7,"32,509","38,216"
2010.06,나이지리아,865,"64,712",25,"13,674","51,038"
2010.06,파키스탄,"1,706","61,443",565,"24,915","36,528"
2010.06,핀란드,907,"58,879","1,218","79,452","-20,573"
2010.06,오만,441,"51,089",97,"256,232","-205,143"
2010.06,미얀마,790,"48,946",135,"4,276","44,670"
2010.06,스웨덴,"1,481","48,735","2,761","119,582","-70,847"
2010.06,우크라이나,973,"47,887",98,"39,579","8,309"
2010.06,슬로베니아,300,"47,764",209,"5,974","41,790"
2010.06,카자흐스탄,834,"38,092",69,"35,086","3,007"
2010.06,포루투갈,903,"36,174",324,"4,871","31,303"
2010.06,가이아나,21,"33,564",5,227,"33,337"
2010.06,튀니지,283,"33,423",92,"2,921","30,502"
2010.06,모로코,449,"30,869",161,"45,628","-14,758"
2010.06,과테말라,611,"30,693",113,"10,087","20,606"
2010.06,카타르,464,"30,617",90,"973,926","-943,309"
2010.06,베네주엘라,401,"30,098",31,"22,482","7,616"
2010.06,레바논,442,"29,280",44,"2,720","26,560"
2010.06,캄보디아,"1,063","28,278",231,"5,717","22,561"
2010.06,불령 폴리네시아,36,"25,641",0,0,"25,641"
2010.06,루마니아,725,"25,341",331,"28,600","-3,259"
2010.06,스위스,962,"24,215","3,571","171,027","-146,812"
2010.06,덴마크,715,"20,466","1,838","50,022","-29,556"
2010.06,파라과이,134,"18,737",12,613,"18,125"
2010.06,아프카니스탄,119,"18,596",2,0,"18,595"
2010.06,몽골,"1,165","18,329",243,"2,791","15,538"
2010.06,바레인,287,"18,197",91,"56,854","-38,657"
2010.06,불가리아,223,"17,636",132,"4,885","12,752"
2010.06,푸에르토리코,111,"16,316",220,"18,815","-2,498"
2010.06,아제르바이잔,144,"16,179",3,1,"16,179"
2010.06,니카라과,357,"15,896",34,"1,436","14,460"
2010.06,스리랑카,963,"15,615",302,"5,748","9,867"
2010.06,앙골라,154,"15,416",1,"4,146","11,270"
2010.06,가나,722,"15,056",9,233,"14,822"
2010.06,케냐,300,"14,916",31,"1,141","13,775"
2010.06,도미니카 공화국,202,"14,865",69,"4,652","10,213"
2010.06,코스타리카,251,"14,781",375,"9,918","4,863"
2010.06,리투아니아,231,"13,432",64,"1,568","11,865"
2010.06,우루과이,173,"12,521",79,"4,660","7,861"
2010.06,아일랜드,278,"10,958",909,"43,681","-32,723"
2010.06,수단,680,"10,298",18,"2,316","7,981"
2010.06,코트디봐르,126,"10,016",0,0,"10,016"
2010.06,온두라스,193,"9,388",101,"15,169","-5,781"
2010.06,예맨,213,"9,272",25,"38,968","-29,695"
2010.06,라트비아,248,"7,607",25,602,"7,005"
2010.06,투르크멘,40,"6,925",1,0,"6,925"
2010.06,크로아티아,117,"6,709",66,"1,066","5,643"
2010.06,탄자니아,136,"6,129",13,546,"5,583"
2010.06,레소토,33,"6,083",5,50,"6,032"
2010.06,라오스,317,"5,997",17,219,"5,778"
2010.06,키르기스스탄,422,"5,847",2,103,"5,744"
2010.06,파푸아 뉴기니,98,"5,674",25,"5,374",300
2010.06,엘살바도르,157,"5,662",69,"3,682","1,980"
2010.06,베닝,101,"5,278",5,406,"4,872"
2010.06,브루나이,114,"4,528",21,"217,166","-212,638"
2010.06,괌,199,"4,283",13,609,"3,674"
2010.06,모잠비크,46,"4,245",1,767,"3,477"
2010.06,조지아,79,"3,994",12,"19,443","-15,448"
2010.06,에스토니아,113,"3,807",63,"1,115","2,692"
2010.06,트리니다드 토바고,72,"3,756",34,"1,563","2,193"
2010.06,카메룬,57,"3,590",17,377,"3,213"
2010.06,쿠바,86,"3,449",13,235,"3,213"
2010.06,마다카스카르,85,"3,302",3,47,"3,255"
2010.06,뉴 칼레도니아,72,"3,196",10,"23,717","-20,520"
2010.06,기타국,56,"3,194",337,"9,428","-6,234"
2010.06,아이티,26,"2,852",3,165,"2,687"
2010.06,모리셔스,156,"2,788",16,329,"2,458"
2010.06,베라루스,90,"2,685",45,"4,645","-1,959"
2010.06,콩고,39,"2,309",6,"6,870","-4,561"
2010.06,아르메니아,54,"2,233",2,1,"2,232"
2010.06,타지크,253,"2,112",21,"8,681","-6,569"
2010.06,네팔,123,"2,109",21,63,"2,046"
2010.06,세이쉘,28,"1,952",8,151,"1,801"
2010.06,콩고민주공화국,19,"1,929",10,"10,258","-8,328"
2010.06,루안다,4,"1,928",1,0,"1,928"
2010.06,이디오피아,51,"1,860",26,"1,004",857
2010.06,토고,25,"1,859",1,6,"1,854"
2010.06,세네갈,81,"1,855",41,"1,550",304
2010.06,마카오,174,"1,853",38,141,"1,711"
2010.06,자마이카,61,"1,851",13,369,"1,482"
2010.06,마이크로네시아,42,"1,802",1,43,"1,760"
2010.06,짐바브웨,37,"1,612",5,447,"1,165"
2010.06,네덜란드 열도,35,"1,503",3,86,"1,418"
2010.06,알바니아,24,"1,382",3,6,"1,376"
2010.06,가봉,14,"1,347",3,91,"1,256"
2010.06,에리트리아,3,"1,242",0,0,"1,242"
2010.06,볼리비아,38,"1,236",17,"4,540","-3,304"
2010.06,세르비아,61,"1,217",6,27,"1,189"
2010.06,아루바,19,"1,198",2,68,"1,130"
2010.06,피지,68,"1,191",41,"1,550",-359
2010.06,룩셈부르그,64,"1,165",105,"2,400","-1,235"
2010.06,부탄,23,"1,120",1,0,"1,120"
2010.06,기니,33,"1,104",23,"43,641","-42,537"
2010.06,불령 리유니온 코모도 제도,26,"1,007",1,31,975
2010.06,부르키나 파소,10,981,0,0,981
2010.06,바베이도스,27,963,4,182,781
2010.06,지부티,23,945,1,1,944
2010.06,우간다,36,931,4,86,845
2010.06,마티니크,6,916,0,0,916
2010.06,안도라,6,838,4,21,817
2010.06,모리타니,13,792,1,58,734
2010.06,도미니카,10,770,3,43,728
2010.06,수리남,30,701,9,259,442
2010.06,스와질랜드,38,642,30,"2,764","-2,122"
2010.06,말라위,20,617,9,"5,292","-4,675"
2010.06,과델로프,13,530,3,1,530
2010.06,잠비아,11,479,21,"27,180","-26,701"
2010.06,북마리아나 군도,58,437,2,67,371
2010.06,그레나다,6,415,0,0,415
2010.06,벨리제,16,387,1,123,264
2010.06,사모아,5,384,1,19,365
2010.06,니제르,8,383,0,0,383
2010.06,나미비아,19,349,3,"1,406","-1,057"
2010.06,바누아투,30,333,4,175,158
2010.06,시에라 리온,8,320,2,89,231
2010.06,불령 가이아나,8,319,1,0,319
2010.06,바하마,14,314,2,139,175
2010.06,리히텐슈타인,16,281,46,702,-421
2010.06,팔레스타인 해방기구,25,273,1,42,231
2010.06,몰디브,25,265,2,0,265
2010.06,보츠와나,26,257,4,22,235
2010.06,보스니아-헤르체고비나,19,236,4,39,197
2010.06,안티가 바부다,5,222,3,4,219
2010.06,세인트 루시아,15,218,1,2,216
2010.06,마세도니아,17,207,6,943,-736
2010.06,챠드,1,181,0,0,181
2010.06,몰도바,13,179,4,96,83
2010.06,아메리칸 사모아,11,171,1,0,171
2010.06,모나코,10,144,11,378,-234
2010.06,팔라우,15,134,2,5,129
2010.06,감비아,6,132,1,0,132
2010.06,솔로몬 군도,6,108,4,738,-630
2010.06,산마리노,3,100,0,0,100
2010.06,카보 베르데,3,87,0,0,87
2010.06,말리,3,65,6,13,52
2010.06,몬테네그로,11,64,0,0,64
2010.06,코모로스,1,52,0,0,52
2010.06,미령 버진군도,3,44,1,0,44
2010.06,노폴크 아일랜드,1,42,0,0,42
2010.06,쿡 아일랜드,2,35,2,34,1
2010.06,세인트 키츠 네비스,2,32,1,1,31
2010.06,세인트 빈센트 그레나딘,2,31,0,0,31
2010.06,소말리아,1,26,0,0,26
2010.06,투발루,1,24,1,1,24
2010.06,남조지아 & 남샌드위치 군도,2,16,0,0,16
2010.06,지브랄타,6,16,0,0,16
2010.06,메요트,1,13,0,0,13
2010.06,그린랜드,1,3,2,82,-79
2010.06,적도 기니,3,2,0,0,2
2010.06,세인트 마틴,2,1,0,0,1
2010.06,티모르,1,0,0,0,0
2010.06,통가,0,0,2,26,-26
2010.06,몬트세라트,0,0,1,0,0
2010.06,나우르,0,0,1,"3,274","-3,274"
2010.06,세인트 헬레나,0,0,0,4,-4
2010.06,투르크 & 카이코스 군도,1,0,3,0,0
2010.06,토켈라우,0,0,5,143,-143
2010.06,포클랜드 군도,0,0,0,20,-20
2010.06,중앙아프리카공화국,0,0,1,21,-21
2010.06,기네비소,0,0,1,24,-24
2010.07,중국,"121,001","9,735,289","190,986","6,035,353","3,699,936"
2010.07,미국,"62,202","4,682,513","274,874","3,506,441","1,176,072"
2010.07,일본,"52,396","2,445,217","89,483","5,695,860","-3,250,643"
2010.07,홍콩,"33,999","2,256,283","9,873","162,963","2,093,320"
2010.07,네덜란드,"5,724","1,473,885","3,215","285,848","1,188,036"
2010.07,싱가포르,"16,626","1,299,226","9,952","624,783","674,443"
2010.07,버뮤다,20,"1,249,229",0,0,"1,249,229"
2010.07,독일,"11,818","1,247,475","33,267","1,215,530","31,945"
2010.07,대만,"18,355","1,182,691","21,929","1,219,913","-37,221"
2010.07,베트남,"18,974","881,110","7,635","268,840","612,271"
2010.07,인도,"12,835","870,951","4,770","422,397","448,554"
2010.07,멕시코,"9,627","776,674","3,095","156,694","619,981"
2010.07,브라질,"7,251","761,249","1,168","415,856","345,394"
2010.07,인도네시아,"13,576","758,886","5,844","1,079,594","-320,707"
2010.07,러시아 연방,"7,767","680,667","1,076","882,177","-201,510"
